Выжил,Титул,Длина имени,Пол,Возраст,Братья сёстры супруги,Родители и дети,Один,Маленькая семья,Большая семья,Класс билета,Длина билета,Стоимость билета,Каюта,Порт посадки
1,Miss.,29,female,32.0,0,0,1,0,0,3,6,7.8292,G,Q
0,Miss.,28,female,18.0,0,0,1,0,0,3,6,6.75,G,Q
0,Mr.,25,male,24.0,2,0,0,1,0,2,12,73.5,F,S
0,Mr.,21,male,32.0,0,0,1,0,0,3,6,7.8958,G,S
0,Mrs.,29,female,32.0,1,1,0,1,0,3,6,15.5,G,Q
0,Mr.,28,male,23.0,0,0,1,0,0,2,5,13.0,D,S
0,Mr.,26,male,58.0,0,2,0,1,0,1,5,113.275,Other,C
1,Dr.,29,male,50.0,2,0,0,1,0,1,8,133.65,C,S
0,Mr.,17,male,40.0,0,0,1,0,0,3,4,7.225,G,C
0,Mr.,26,male,47.0,0,0,1,0,0,1,4,25.5875,Other,S
0,Mr.,16,male,36.0,0,0,1,0,0,3,6,7.4958,G,S
1,Mr.,27,male,20.0,1,0,0,1,0,3,17,7.925,G,S
0,Mr.,18,male,32.0,2,0,0,1,0,2,12,73.5,F,S
0,Mr.,27,male,25.0,0,0,1,0,0,2,6,13.0,D,S
0,Mr.,26,male,32.0,0,0,1,0,0,3,6,7.775,G,S
0,Mr.,15,male,43.0,0,0,1,0,0,3,8,8.05,G,S
1,Mrs.,49,female,34.0,1,0,0,1,0,1,5,52.0,Other,S
1,Mrs.,61,female,40.0,1,1,0,1,0,2,5,39.0,F,S
0,Mr.,22,male,31.0,1,0,0,1,0,1,10,52.0,Other,S
0,Mr.,27,male,70.0,0,0,1,0,0,2,10,10.5,D,S
1,Mr.,21,male,31.0,0,0,1,0,0,2,6,13.0,D,S
0,Mr.,26,male,32.0,0,0,1,0,0,2,6,0.0,E,S
0,Mr.,30,male,18.0,0,0,1,0,0,3,6,7.775,G,S
0,Mr.,29,male,24.5,0,0,1,0,0,3,6,8.05,G,S
1,Miss.,23,female,18.0,0,0,1,0,0,3,4,9.8417,G,S
0,Mrs.,39,female,43.0,1,6,0,0,1,3,7,46.9,G,S
1,Mr.,34,male,36.0,0,1,0,1,0,1,8,512.3292,Other,C
0,Miss.,19,female,32.0,0,0,1,0,0,3,6,8.1375,G,Q
1,Mr.,18,male,27.0,0,0,1,0,0,1,8,76.7292,Other,C
0,Mr.,27,male,20.0,0,0,1,0,0,3,4,9.225,G,S
0,Mr.,27,male,14.0,5,2,0,0,1,3,7,46.9,G,S
0,Mr.,33,male,60.0,1,1,0,1,0,2,5,39.0,F,S
0,Mr.,38,male,25.0,1,2,0,1,0,2,13,41.5792,F,C
0,Mr.,24,male,14.0,4,1,0,0,1,3,7,39.6875,G,S
0,Mr.,17,male,19.0,0,0,1,0,0,3,6,10.1708,G,S
0,Mr.,31,male,18.0,0,0,1,0,0,3,6,7.7958,G,S
1,Miss.,33,female,15.0,0,1,0,1,0,1,5,211.3375,Other,S
1,Mr.,23,male,31.0,1,0,0,1,0,1,5,57.0,Other,S
1,Miss.,18,female,4.0,0,1,0,1,0,3,6,13.4167,G,C
1,Mr.,12,male,32.0,0,0,1,0,0,3,4,56.4958,G,S
0,Mr.,16,male,25.0,0,0,1,0,0,3,4,7.225,G,C
0,Col.,15,male,60.0,0,0,1,0,0,1,6,26.55,A,S
0,Mr.,26,male,52.0,0,0,1,0,0,2,6,13.5,D,S
0,Mr.,16,male,44.0,0,0,1,0,0,3,6,8.05,G,S
1,Miss.,32,female,32.0,0,0,1,0,0,3,5,7.7333,G,Q
0,Mr.,24,male,49.0,1,1,0,1,0,1,5,110.8833,Other,C
0,Mr.,40,male,42.0,0,0,1,0,0,3,6,7.65,Other,S
1,Mrs.,49,female,18.0,1,0,0,1,0,1,8,227.525,Other,C
1,Mr.,32,male,35.0,0,0,1,0,0,1,8,26.2875,Other,S
0,Miss.,21,female,18.0,0,1,0,1,0,3,4,14.4542,G,C
0,Mr.,21,male,25.0,0,0,1,0,0,3,5,7.7417,G,Q
0,Mr.,23,male,26.0,1,0,0,1,0,3,6,7.8542,G,S
0,Mr.,46,male,39.0,0,0,1,0,0,2,6,26.0,F,S
1,Mrs.,29,female,45.0,0,0,1,0,0,2,6,13.5,D,S
1,Mr.,33,male,42.0,0,0,1,0,0,1,8,26.2875,Other,S
1,Miss.,20,female,22.0,0,0,1,0,0,1,6,151.55,C,S
1,Master.,49,male,27.0,1,1,0,1,0,3,4,15.2458,G,C
1,Other,48,female,24.0,0,0,1,0,0,1,8,49.5042,Other,C
0,Mr.,18,male,32.0,0,0,1,0,0,1,6,26.55,Other,S
1,Mr.,24,male,48.0,1,0,0,1,0,1,5,52.0,Other,S
0,Mr.,26,male,29.0,0,0,1,0,0,3,4,9.4833,G,S
0,Mr.,21,male,52.0,0,0,1,0,0,2,6,13.0,D,S
0,Mr.,42,male,19.0,0,0,1,0,0,3,6,7.65,Other,S
1,Miss.,29,female,38.0,0,0,1,0,0,1,8,227.525,Other,C
1,Miss.,35,female,27.0,0,0,1,0,0,2,5,10.5,Other,S
0,Mr.,19,male,32.0,0,0,1,0,0,3,5,15.5,G,Q
0,Mr.,28,male,33.0,0,0,1,0,0,3,6,7.775,G,S
1,Miss.,33,female,6.0,0,1,0,1,0,2,6,33.0,F,S
0,Mr.,25,male,17.0,1,0,0,1,0,3,6,7.0542,G,S
0,Mr.,28,male,34.0,0,0,1,0,0,2,5,13.0,D,S
0,Mr.,23,male,50.0,0,0,1,0,0,2,6,13.0,D,S
1,Mr.,29,male,27.0,1,0,0,1,0,1,6,53.1,Other,S
0,Mr.,19,male,20.0,0,0,1,0,0,3,6,8.6625,G,S
1,Mrs.,43,female,30.0,3,0,0,0,1,2,5,21.0,D,S
1,Miss.,24,female,32.0,0,0,1,0,0,3,5,7.7375,G,Q
0,Mr.,31,male,25.0,1,0,0,1,0,2,6,26.0,F,S
0,Miss.,29,female,25.0,1,0,0,1,0,3,16,7.925,G,S
1,Miss.,29,female,29.0,0,0,1,0,0,1,5,211.3375,Other,S
0,Mr.,24,male,11.0,0,0,1,0,0,3,4,18.7875,G,C
0,Mr.,20,male,32.0,0,0,1,0,0,2,6,0.0,E,S
0,Mr.,26,male,23.0,0,0,1,0,0,2,5,13.0,D,S
0,Mr.,28,male,23.0,0,0,1,0,0,2,6,13.0,D,S
0,Mr.,20,male,28.5,0,0,1,0,0,3,5,16.1,G,S
0,Mrs.,39,female,48.0,1,3,0,0,1,3,10,34.375,G,S
1,Mr.,22,male,35.0,0,0,1,0,0,1,8,512.3292,Other,C
0,Mr.,18,male,32.0,0,0,1,0,0,3,6,7.8958,G,S
0,Mr.,18,male,32.0,0,0,1,0,0,3,6,7.8958,G,S
1,Mr.,27,male,32.0,0,0,1,0,0,1,5,30.0,Other,S
0,Mr.,29,male,36.0,1,0,0,1,0,1,5,78.85,Other,S
1,Miss.,37,female,21.0,2,2,0,1,0,1,8,262.375,B57 B59 B63 B66,C
0,Mr.,17,male,24.0,1,0,0,1,0,3,6,16.1,G,S
1,Mr.,18,male,31.0,0,0,1,0,0,3,17,7.925,G,S
0,Other,28,male,70.0,1,1,0,1,0,1,9,71.0,Other,S
0,Mr.,27,male,16.0,1,1,0,1,0,3,9,20.25,G,S
1,Miss.,21,female,30.0,0,0,1,0,0,2,6,13.0,D,S
0,Mr.,25,male,19.0,1,0,0,1,0,1,6,53.1,Other,S
0,Mr.,23,male,31.0,0,0,1,0,0,3,6,7.75,G,Q
1,Miss.,17,female,4.0,1,1,0,1,0,2,5,23.0,D,S
1,Master.,19,male,6.0,0,1,0,1,0,3,6,12.475,Other,S
0,Mr.,32,male,33.0,0,0,1,0,0,3,6,9.5,G,S
0,Mr.,18,male,23.0,0,0,1,0,0,3,6,7.8958,G,S
1,Mrs.,32,female,48.0,1,2,0,1,0,2,6,65.0,F,S
1,Master.,25,male,0.67,1,1,0,1,0,2,6,14.5,D,S
0,Mr.,28,male,28.0,0,0,1,0,0,3,6,7.7958,G,S
0,Mr.,24,male,18.0,0,0,1,0,0,2,5,11.5,D,S
0,Mr.,28,male,34.0,0,0,1,0,0,3,6,8.05,G,S
1,Other,56,female,33.0,0,0,1,0,0,1,6,86.5,Other,S
0,Mr.,18,male,32.0,0,0,1,0,0,3,6,14.5,G,S
0,Mr.,30,male,41.0,0,0,1,0,0,3,16,7.125,G,S
1,Mr.,21,male,20.0,0,0,1,0,0,3,4,7.2292,G,C
1,Mrs.,41,female,36.0,1,2,0,1,0,1,6,120.0,B96 B98,S
0,Mr.,22,male,16.0,0,0,1,0,0,3,6,7.775,G,S
1,Mrs.,36,female,51.0,1,0,0,1,0,1,5,77.9583,Other,S
0,Dr.,25,male,32.0,0,0,1,0,0,1,6,39.6,A,C
0,Miss.,18,female,30.5,0,0,1,0,0,3,6,7.75,G,Q
0,Mr.,19,male,34.0,1,0,0,1,0,3,6,24.15,G,Q
0,Mr.,32,male,32.0,0,0,1,0,0,3,4,8.3625,G,S
0,Mr.,22,male,24.0,0,0,1,0,0,3,6,9.5,G,S
0,Mr.,23,male,48.0,0,0,1,0,0,3,6,7.8542,G,S
0,Mrs.,17,female,57.0,0,0,1,0,0,2,11,10.5,Other,S
0,Mr.,15,male,32.0,0,0,1,0,0,3,4,7.225,G,C
1,Mrs.,37,female,54.0,1,3,0,0,1,2,5,23.0,D,S
0,Mr.,39,male,18.0,0,0,1,0,0,3,6,7.75,G,S
0,Mr.,16,male,32.0,0,0,1,0,0,3,6,7.75,Other,Q
1,Miss.,29,female,5.0,0,0,1,0,0,3,6,12.475,G,S
0,Mr.,23,male,32.0,0,0,1,0,0,3,5,7.7375,G,Q
1,Mrs.,53,female,43.0,0,1,0,1,0,1,5,211.3375,Other,S
1,Miss.,20,female,13.0,0,0,1,0,0,3,4,7.2292,G,C
1,Mrs.,41,female,17.0,1,0,0,1,0,1,5,57.0,Other,S
0,Mr.,22,male,29.0,0,0,1,0,0,1,6,30.0,Other,S
0,Mr.,22,male,21.0,1,2,0,1,0,3,10,23.45,G,S
0,Mr.,16,male,25.0,0,0,1,0,0,3,18,7.05,G,S
0,Mr.,34,male,25.0,0,0,1,0,0,3,6,7.25,G,S
1,Miss.,25,female,18.0,0,0,1,0,0,3,7,7.4958,G,S
0,Master.,25,male,8.0,4,1,0,0,1,3,6,29.125,G,Q
1,Master.,26,male,1.0,1,2,0,1,0,3,9,20.575,G,S
0,Mr.,24,male,46.0,0,0,1,0,0,1,8,79.2,Other,C
0,Mr.,24,male,32.0,0,0,1,0,0,3,5,7.75,G,Q
0,Mr.,19,male,16.0,0,0,1,0,0,2,6,26.0,F,S
0,Miss.,23,female,14.0,8,2,0,0,1,3,8,69.55,G,S
0,Mr.,24,male,32.0,0,0,1,0,0,1,8,30.6958,A,C
0,Mr.,21,male,25.0,0,0,1,0,0,3,6,7.8958,G,S
0,Mr.,18,male,39.0,0,0,1,0,0,2,5,13.0,D,S
1,Dr.,27,female,49.0,0,0,1,0,0,1,5,25.9292,Other,S
1,Mrs.,16,female,31.0,0,0,1,0,0,3,6,8.6833,G,S
0,Mr.,28,male,30.0,0,0,1,0,0,3,4,7.2292,G,C
0,Mrs.,52,female,30.0,1,1,0,1,0,3,6,24.15,G,S
0,Mr.,20,male,34.0,0,0,1,0,0,2,6,13.0,D,S
1,Mrs.,43,female,31.0,1,1,0,1,0,2,10,26.25,F,S
1,Master.,35,male,11.0,1,2,0,1,0,1,6,120.0,B96 B98,S
1,Master.,31,male,0.42,0,1,0,1,0,3,4,8.5167,G,C
1,Mr.,23,male,27.0,0,0,1,0,0,3,6,6.975,G,S
0,Mr.,25,male,31.0,0,0,1,0,0,3,6,7.775,G,S
0,Mr.,22,male,39.0,0,0,1,0,0,1,6,0.0,Other,S
0,Miss.,31,female,18.0,0,0,1,0,0,3,6,7.775,G,S
0,Mr.,17,male,39.0,0,0,1,0,0,2,6,13.0,D,S
1,Mrs.,46,female,33.0,1,0,0,1,0,1,6,53.1,Other,S
0,Mr.,22,male,26.0,0,0,1,0,0,3,4,7.8875,G,S
0,Mr.,17,male,39.0,0,0,1,0,0,3,9,24.15,G,S
0,Mr.,25,male,35.0,0,0,1,0,0,2,5,10.5,D,S
0,Miss.,34,female,6.0,4,2,0,0,1,3,6,31.275,G,S
0,Mr.,26,male,30.5,0,0,1,0,0,3,6,8.05,G,S
0,Mr.,16,male,32.0,0,0,1,0,0,1,6,0.0,Other,S
0,Miss.,28,female,23.0,0,0,1,0,0,3,16,7.925,G,S
0,Mr.,18,male,31.0,1,1,0,1,0,2,15,37.0042,F,C
0,Mr.,32,male,43.0,0,0,1,0,0,3,6,6.45,G,S
0,Master.,28,male,10.0,3,2,0,0,1,3,6,27.9,G,S
1,Mrs.,50,female,52.0,1,1,0,1,0,1,5,93.5,Other,S
1,Mr.,17,male,27.0,0,0,1,0,0,3,6,8.6625,G,S
0,Other,31,male,38.0,0,0,1,0,0,1,5,0.0,A,S
1,Mrs.,18,female,27.0,0,1,0,1,0,3,6,12.475,Other,S
0,Master.,28,male,2.0,4,1,0,0,1,3,7,39.6875,G,S
0,Mr.,15,male,32.0,0,0,1,0,0,3,6,6.95,G,Q
0,Mr.,12,male,32.0,0,0,1,0,0,3,4,56.4958,G,S
1,Master.,21,male,1.0,0,2,0,1,0,2,15,37.0042,F,C
1,Mr.,28,male,32.0,0,0,1,0,0,3,6,7.75,G,Q
1,Mrs.,41,female,62.0,0,0,1,0,0,1,6,80.0,Other,C
1,Mrs.,39,female,15.0,1,0,0,1,0,3,4,14.4542,G,C
1,Master.,31,male,0.83,1,1,0,1,0,2,5,18.75,D,S
0,Mr.,14,male,32.0,0,0,1,0,0,3,4,7.2292,G,C
0,Mr.,22,male,23.0,0,0,1,0,0,3,6,7.8542,G,S
0,Mr.,22,male,18.0,0,0,1,0,0,3,4,8.3,G,S
1,Miss.,27,female,39.0,1,1,0,1,0,1,8,83.1583,Other,C
0,Mr.,16,male,21.0,0,0,1,0,0,3,6,8.6625,G,S
0,Mr.,19,male,32.0,0,0,1,0,0,3,6,8.05,G,S
1,Mr.,15,male,32.0,0,0,1,0,0,3,4,56.4958,G,S
1,Mr.,20,male,32.0,0,0,1,0,0,1,5,29.7,Other,C
0,Mr.,27,male,20.0,0,0,1,0,0,3,16,7.925,G,S
0,Mr.,24,male,16.0,0,0,1,0,0,2,11,10.5,D,S
1,Miss.,23,female,30.0,0,0,1,0,0,1,6,31.0,A,C
0,Mr.,26,male,34.5,0,0,1,0,0,3,4,6.4375,G,C
0,Mr.,19,male,17.0,0,0,1,0,0,3,6,8.6625,G,S
0,Mr.,19,male,42.0,0,0,1,0,0,3,9,7.55,G,S
0,Mr.,24,male,14.0,8,2,0,0,1,3,8,69.55,G,S
0,Mr.,18,male,35.0,0,0,1,0,0,3,6,7.8958,G,C
0,Rev.,17,male,28.0,0,1,0,1,0,2,6,33.0,F,S
1,Mrs.,44,female,34.0,1,0,0,1,0,1,5,89.1042,Other,C
0,Master.,39,male,4.0,4,2,0,0,1,3,6,31.275,G,S
0,Mr.,19,male,74.0,0,0,1,0,0,3,6,7.775,G,S
0,Miss.,23,female,9.0,1,1,0,1,0,3,4,15.2458,G,C
1,Miss.,25,female,16.0,0,1,0,1,0,1,8,39.4,Other,S
0,Mrs.,45,female,44.0,1,0,0,1,0,2,6,26.0,F,S
1,Mrs.,26,female,18.0,0,1,0,1,0,3,6,9.35,G,S
1,Mrs.,42,female,45.0,1,1,0,1,0,1,5,164.8667,C,S
1,Mr.,22,male,51.0,0,0,1,0,0,1,6,26.55,Other,S
1,Mrs.,37,female,24.0,0,3,0,0,1,3,4,19.2583,G,C
0,Mr.,16,male,32.0,0,0,1,0,0,3,4,7.2292,G,C
0,Mr.,23,male,41.0,2,0,0,1,0,3,6,14.1083,G,S
0,Mr.,27,male,21.0,1,0,0,1,0,2,5,11.5,D,S
1,Mrs.,51,female,48.0,0,0,1,0,0,1,5,25.9292,Other,S
0,Miss.,33,female,14.0,8,2,0,0,1,3,8,69.55,G,S
0,Mr.,22,male,24.0,0,0,1,0,0,2,6,13.0,D,S
1,Mrs.,24,female,42.0,0,0,1,0,0,2,6,13.0,D,S
1,Miss.,28,female,27.0,1,0,0,1,0,2,13,13.8583,D,C
0,Mr.,36,male,31.0,0,0,1,0,0,1,8,50.4958,Other,S
0,Mr.,27,male,32.0,0,0,1,0,0,3,6,9.5,G,S
1,Master.,31,male,4.0,1,1,0,1,0,3,6,11.1333,G,S
0,Mr.,17,male,26.0,0,0,1,0,0,3,6,7.8958,G,S
1,Mrs.,48,female,47.0,1,1,0,1,0,1,5,52.5542,Other,S
0,Mr.,24,male,33.0,0,0,1,0,0,1,3,5.0,Other,S
0,Mr.,27,male,47.0,0,0,1,0,0,3,6,9.0,G,S
1,Mrs.,37,female,28.0,1,0,0,1,0,2,9,24.0,D,C
1,Miss.,32,female,15.0,0,0,1,0,0,3,4,7.225,G,C
0,Mr.,29,male,20.0,0,0,1,0,0,3,4,9.8458,G,S
0,Mr.,20,male,19.0,0,0,1,0,0,3,6,7.8958,G,S
0,Mr.,18,male,32.0,0,0,1,0,0,3,6,7.8958,G,S
1,Mrs.,45,female,56.0,0,1,0,1,0,1,5,83.1583,Other,C
1,Mrs.,44,female,25.0,0,1,0,1,0,2,6,26.0,F,S
0,Mr.,18,male,33.0,0,0,1,0,0,3,6,7.8958,G,S
0,Miss.,28,female,22.0,0,0,1,0,0,3,4,10.5167,G,S
0,Mr.,29,male,28.0,0,0,1,0,0,2,16,10.5,D,S
0,Mr.,22,male,25.0,0,0,1,0,0,3,15,7.05,G,S
0,Mrs.,36,female,39.0,0,5,0,0,1,3,6,29.125,G,Q
0,Rev.,21,male,27.0,0,0,1,0,0,2,6,13.0,D,S
1,Miss.,28,female,19.0,0,0,1,0,0,1,6,30.0,Other,S
0,Miss.,40,female,21.0,1,2,0,1,0,3,10,23.45,G,S
1,Mr.,21,male,26.0,0,0,1,0,0,1,6,30.0,Other,C
0,Mr.,19,male,32.0,0,0,1,0,0,3,6,7.75,G,Q
0,Mr.,16,male,34.5,0,0,1,0,0,3,6,7.8292,G,Q
1,Mrs.,32,female,47.0,1,0,0,1,0,3,6,7.0,G,S
0,Mr.,25,male,62.0,0,0,1,0,0,2,6,9.6875,E,Q
0,Mr.,16,male,27.0,0,0,1,0,0,3,6,8.6625,G,S
1,Mrs.,44,female,22.0,1,1,0,1,0,3,7,12.2875,G,S
1,Mr.,26,male,14.0,0,0,1,0,0,3,4,9.225,G,S
0,Miss.,20,female,30.0,0,0,1,0,0,3,6,7.6292,G,Q
1,Mr.,28,male,26.0,1,1,0,1,0,2,6,29.0,F,S
1,Mrs.,41,female,18.0,0,0,1,0,0,3,4,7.2292,G,C
0,Mr.,23,male,21.0,2,0,0,1,0,3,9,24.15,G,S
0,Mr.,16,male,32.0,0,0,1,0,0,3,6,7.8958,G,S
0,Mr.,26,male,46.0,0,0,1,0,0,1,3,26.0,A,S
1,Mrs.,45,female,23.0,1,0,0,1,0,1,5,82.2667,Other,S
0,Mr.,20,male,63.0,1,0,0,1,0,2,5,26.0,F,S
1,Mrs.,55,female,47.0,1,0,0,1,0,1,11,61.175,Other,S
1,Mrs.,45,female,24.0,1,0,0,1,0,2,13,27.7208,F,C
0,Mr.,17,male,35.0,0,0,1,0,0,2,6,12.35,D,Q
0,Mr.,17,male,21.0,0,0,1,0,0,3,4,7.225,G,C
0,Miss.,28,female,27.0,1,0,0,1,0,3,16,7.925,G,S
1,Mrs.,37,female,45.0,0,0,1,0,0,3,4,7.225,G,C
0,Mr.,22,male,55.0,1,0,0,1,0,1,8,59.4,B,C
1,Master.,25,male,9.0,0,1,0,1,0,3,7,3.1708,G,S
1,Mrs.,36,female,32.0,0,0,1,0,0,1,8,31.6833,A,S
1,Mr.,31,male,21.0,0,1,0,1,0,1,8,61.3792,B,C
1,Mrs.,47,female,48.0,1,3,0,0,1,1,8,262.375,B57 B59 B63 B66,C
0,Mr.,23,male,50.0,1,0,0,1,0,3,9,14.5,G,S
1,Miss.,28,female,22.0,0,1,0,1,0,1,6,61.9792,Other,C
0,Mr.,17,male,22.5,0,0,1,0,0,3,4,7.225,G,C
0,Mr.,23,male,41.0,0,0,1,0,0,1,6,30.5,Other,S
0,Mr.,17,male,32.0,2,0,0,1,0,3,4,21.6792,G,C
0,Mr.,28,male,50.0,1,0,0,1,0,2,10,26.0,F,S
0,Mr.,29,male,24.0,2,0,0,1,0,2,10,31.5,F,S
1,Mrs.,40,female,33.0,1,2,0,1,0,3,9,20.575,G,S
0,Mrs.,49,female,21.0,1,2,0,1,0,3,10,23.45,G,S
1,Mr.,24,male,30.0,1,0,0,1,0,1,5,57.75,C78,C
0,Mr.,48,male,18.5,0,0,1,0,0,3,4,7.2292,G,C
1,Miss.,19,female,32.0,0,0,1,0,0,3,6,8.05,G,S
0,Miss.,18,female,21.0,0,0,1,0,0,3,6,8.6625,G,S
1,Mr.,15,male,25.0,0,0,1,0,0,3,6,9.5,G,S
1,Mr.,13,male,32.0,0,0,1,0,0,3,4,56.4958,G,S
1,Mr.,16,male,39.0,0,1,0,1,0,3,6,13.4167,G,C
0,Mr.,27,male,32.0,0,0,1,0,0,1,6,26.55,Other,S
0,Mr.,21,male,41.0,0,0,1,0,0,3,18,7.85,G,S
0,Mrs.,37,female,30.0,0,0,1,0,0,2,6,13.0,D,S
1,Mrs.,48,female,45.0,1,0,0,1,0,1,5,52.5542,Other,S
0,Mr.,31,male,25.0,0,0,1,0,0,3,17,7.925,G,S
1,Mr.,24,male,45.0,0,0,1,0,0,1,8,29.7,Other,C
0,Mr.,24,male,32.0,0,0,1,0,0,3,6,7.75,G,Q
1,Mrs.,47,female,60.0,0,0,1,0,0,1,5,76.2917,Other,C
1,Mrs.,46,female,36.0,0,2,0,1,0,3,10,15.9,G,S
0,Mr.,24,male,24.0,1,0,0,1,0,1,5,60.0,Other,S
0,Mr.,18,male,27.0,0,0,1,0,0,2,13,15.0333,D,C
1,Miss.,29,female,20.0,2,1,0,1,0,2,5,23.0,D,S
1,Miss.,26,female,28.0,3,2,0,0,1,1,5,263.0,C23 C25 C27,S
0,Mr.,33,male,32.0,0,0,1,0,0,2,11,15.5792,D,C
0,Master.,20,male,10.0,4,1,0,0,1,3,6,29.125,G,Q
0,Mr.,15,male,35.0,0,0,1,0,0,3,6,7.8958,G,S
1,Mr.,29,male,25.0,0,0,1,0,0,3,6,7.65,Other,S
0,Mr.,25,male,34.0,1,0,0,1,0,3,6,16.1,G,S
1,Miss.,27,female,36.0,0,0,1,0,0,1,8,262.375,Other,C
0,Mr.,15,male,17.0,0,0,1,0,0,3,6,7.8958,G,S
0,Mr.,25,male,32.0,0,0,1,0,0,2,6,13.5,D,S
0,Mr.,28,male,18.0,0,0,1,0,0,3,6,7.75,G,S
1,Miss.,28,female,22.0,0,0,1,0,0,3,6,7.725,G,Q
1,Master.,27,male,13.0,2,2,0,1,0,1,8,262.375,B57 B59 B63 B66,C
0,Mrs.,51,female,32.0,0,0,1,0,0,2,12,21.0,D,S
0,Miss.,23,female,18.0,0,0,1,0,0,3,6,7.8792,G,Q
0,Mr.,30,male,47.0,0,0,1,0,0,1,6,42.4,A,S
1,Mr.,31,male,31.0,0,0,1,0,0,1,4,28.5375,Other,C
1,Mrs.,35,female,60.0,1,4,0,0,1,1,5,263.0,C23 C25 C27,S
1,Miss.,25,female,24.0,0,0,1,0,0,3,6,7.75,G,Q
0,Mr.,18,male,21.0,0,0,1,0,0,3,6,7.8958,G,S
0,Miss.,30,female,29.0,0,0,1,0,0,3,7,7.925,G,S
0,Mr.,31,male,28.5,0,0,1,0,0,1,8,27.7208,Other,C
1,Miss.,20,female,35.0,0,0,1,0,0,1,6,211.5,Other,C
0,Mr.,18,male,32.5,0,0,1,0,0,1,6,211.5,Other,C
0,Mr.,16,male,32.0,0,0,1,0,0,3,6,8.05,G,S
1,Mrs.,52,female,55.0,2,0,0,1,0,1,5,25.7,Other,S
0,Mr.,30,male,30.0,0,0,1,0,0,2,6,13.0,D,S
0,Miss.,22,female,24.0,0,0,1,0,0,3,6,7.75,G,Q
0,Master.,20,male,6.0,1,1,0,1,0,3,4,15.2458,G,C
0,Mr.,18,male,67.0,1,0,0,1,0,1,8,221.7792,Other,S
0,Mr.,22,male,49.0,0,0,1,0,0,1,5,26.0,A,S
0,Mr.,20,male,32.0,0,0,1,0,0,3,6,7.8958,G,S
0,Mr.,21,male,32.0,0,0,1,0,0,2,6,10.7083,D,Q
0,Mr.,18,male,34.0,1,0,0,1,0,3,4,14.4542,G,C
0,Miss.,18,female,27.0,0,0,1,0,0,3,6,7.8792,G,Q
1,Miss.,26,female,18.0,0,0,1,0,0,3,9,8.05,G,S
0,Other,23,female,32.0,0,0,1,0,0,3,6,7.75,G,Q
